	hitsIn	hitsOut
pfam2892	0	1
pfam2893	0	1
pfam2894	0	1
pfam2895	1	0
pfam2896	1	0
pfam2897	1	0
pfam2898	1	0
pfam2899	1	0
pfam2900	1	0
pfam2901	1	0
pfam2902	1	0
pfam2903	1	0
pfam2904	1	0
pfam2905	1	0
pfam2906	1	0
pfam2907	1	0
pfam2908	1	0
pfam2909	1	0
pfam2910	1	0
pfam2911	1	0
pfam2912	1	0
pfam2913	1	0
pfam2914	1	0
pfam2915	1	0
pfam2916	1	0
pfam2917	1	0
pfam2918	1	0
pfam2919	1	0
pfam2920	1	0
pfam2921	1	0
pfam2922	1	0
pfam2923	1	0
pfam2924	1	0
pfam2925	1	0
pfam2926	1	0
pfam2927	1	0
pfam2928	1	0
pfam2929	1	0
pfam2930	1	0
pfam2931	1	0
pfam2932	1	0
pfam2933	1	0
pfam2934	1	0
pfam2935	1	0
pfam2936	1	0
pfam2937	1	0
pfam2938	1	0
pfam2939	1	0
pfam2940	1	0
pfam2941	1	0
pfam2942	1	0
pfam2943	1	0
pfam2944	1	0
pfam2945	1	0
pfam2946	1	0
pfam2947	1	0
pfam2948	1	0
pfam2949	1	0
pfam2950	1	0
pfam2951	1	0
pfam2952	1	0
pfam2953	1	0
pfam2954	1	0
pfam2955	1	0
pfam2956	1	0
pfam2957	1	0
pfam2958	1	0
pfam2959	1	0
pfam2960	1	0
pfam2961	1	0
pfam2962	1	0
pfam2963	1	0
pfam2964	1	0
pfam2965	1	0
pfam2966	1	0
pfam2967	1	0
pfam2968	1	0
pfam2969	1	0
pfam2970	1	0
pfam2971	1	0
pfam2972	1	0
pfam2973	1	0
pfam2974	1	0
pfam2975	1	0
pfam2976	1	0
pfam2977	1	0
pfam2978	1	0
pfam2979	1	0
pfam2980	1	0
pfam2981	1	0
pfam2982	1	0
pfam2983	1	0
pfam2984	1	0
pfam2985	1	0
pfam2986	1	0
pfam2987	1	0
pfam2988	1	0
pfam2989	1	0
pfam2990	1	0
pfam2991	1	0
pfam2992	1	0
pfam2993	1	0
pfam2994	1	0
pfam2995	1	0
pfam2996	1	0
pfam2997	1	0
pfam2998	1	0
pfam2999	1	0
pfam3000	1	0
pfam3001	1	0
pfam3002	1	0
pfam3003	1	0
pfam3004	1	0
pfam3005	1	0
pfam3006	1	0
pfam3007	1	0
pfam3008	1	0
pfam3009	1	0
pfam3010	1	0
pfam3011	1	0
pfam3012	1	0
pfam3013	1	0
pfam3014	1	0
pfam3015	1	0
pfam3016	1	0
pfam3017	1	0
pfam3018	1	0
pfam3019	1	0
pfam3020	1	0
pfam3021	1	0
pfam3022	1	0
pfam3023	1	0
pfam3024	1	0
pfam3025	1	0
pfam3026	1	0
pfam3027	1	0
pfam3028	1	0
pfam3029	1	0
pfam3030	1	0
pfam3031	1	0
pfam3032	1	0
pfam3033	1	0
pfam3034	1	0
pfam3035	1	0
pfam3036	1	0
pfam3037	1	0
pfam3038	1	0
pfam3039	1	0
pfam3040	1	0
pfam3041	1	0
pfam3042	1	0
pfam3043	1	0
pfam3044	1	0
pfam3045	1	0
pfam3046	1	0
pfam3047	1	0
pfam3048	1	0
pfam3049	1	0
pfam3050	1	0
pfam3051	1	0
pfam3052	1	0
pfam3053	1	0
pfam3054	1	0
pfam3055	1	0
pfam3056	1	0
pfam3057	1	0
pfam3058	1	0
pfam3059	1	0
pfam3060	1	0
pfam3061	1	0
pfam3062	1	0
pfam3063	1	0
pfam3064	1	0
pfam3065	1	0
pfam3066	1	0
pfam3067	1	0
pfam3068	1	0
pfam3069	1	0
pfam3070	1	0
pfam3071	1	0
pfam3072	1	0
pfam3073	1	0
pfam3074	1	0
pfam3075	1	0
pfam3076	1	0
pfam3077	1	0
pfam3078	1	0
pfam3079	1	0
pfam3080	1	0
pfam3081	1	0
pfam3082	1	0
pfam3083	1	0
pfam3084	1	0
pfam3085	1	0
pfam3086	1	0
pfam3087	1	0
pfam3088	1	0
pfam3089	1	0
pfam3090	1	0
pfam3091	1	0
pfam3092	1	0
pfam3093	1	0
pfam3094	1	0
pfam3095	1	0
pfam3096	1	0
pfam3097	1	0
pfam3098	1	0
pfam3099	1	0
pfam3100	1	0
pfam3101	1	0
pfam3102	1	0
pfam3103	1	0
pfam3104	1	0
pfam3105	1	0
pfam3106	1	0
pfam3107	1	0
pfam3108	1	0
pfam3109	1	0
pfam3110	1	0
pfam3111	1	0
pfam3112	1	0
pfam3113	1	0
pfam3114	1	0
pfam3115	1	0
pfam3116	1	0
pfam3117	1	0
pfam3118	1	0
pfam3119	1	0
pfam3120	1	0
pfam3121	1	0
pfam3122	1	0
pfam3123	1	0
pfam3124	1	0
pfam3125	1	0
pfam3126	1	0
pfam3127	1	0
pfam3128	1	0
pfam3129	1	0
pfam3130	1	0
pfam3131	1	0
pfam3132	1	0
pfam3133	1	0
pfam3134	1	0
pfam3135	1	0
pfam3136	1	0
pfam3137	1	0
pfam3138	1	0
pfam3139	1	0
pfam3140	1	0
pfam3141	1	0
pfam3142	1	0
pfam3143	1	0
pfam3144	1	0
pfam3145	1	0
pfam3146	1	0
pfam3147	1	0
pfam3148	1	0
pfam3149	1	0
pfam3150	1	0
pfam3151	1	0
pfam3152	1	0
pfam3153	1	0
pfam3154	1	0
pfam3155	1	0
pfam3156	1	0
pfam3157	1	0
pfam3158	1	0
pfam3159	1	0
pfam3160	1	0
pfam3161	1	0
pfam3162	1	0
pfam3163	1	0
pfam3164	1	0
pfam3165	1	0
pfam3166	1	0
pfam3167	1	0
pfam3168	1	0
pfam3169	1	0
pfam3170	1	0
pfam3171	1	0
pfam3172	1	0
pfam3173	1	0
pfam3174	1	0
pfam3175	1	0
pfam3176	1	0
pfam3177	1	0
pfam3178	1	0
pfam3179	1	0
pfam3180	1	0
pfam3181	1	0
pfam3182	1	0
pfam3183	1	0
pfam3184	1	0
pfam3185	1	0
pfam3186	1	0
pfam3187	1	0
pfam3188	1	0
pfam3189	1	0
pfam3190	1	0
pfam3191	1	0
pfam3192	1	0
pfam3193	1	0
pfam3194	1	0
pfam3195	1	0
pfam3196	1	0
pfam3197	1	0
pfam3198	1	0
pfam3199	1	0
pfam3200	1	0
pfam3201	1	0
pfam3202	1	0
pfam3203	1	0
pfam3204	1	0
pfam3205	1	0
pfam3206	1	0
pfam3207	1	0
pfam3208	1	0
pfam3209	1	0
pfam3210	1	0
pfam3211	1	0
pfam3212	1	0
pfam3213	1	0
pfam3214	1	0
pfam3215	1	0
pfam3216	1	0
pfam3217	1	0
pfam3218	1	0
pfam3219	1	0
pfam3220	1	0
pfam3221	1	0
pfam3222	1	0
pfam3223	1	0
pfam3224	1	0
pfam3225	1	0
pfam3226	1	0
pfam3227	1	0
pfam3228	1	0
pfam3229	1	0
pfam3230	1	0
pfam3231	1	0
pfam3232	1	0
pfam3233	1	0
pfam3234	1	0
pfam3235	1	0
pfam3236	1	0
pfam3237	1	0
pfam3238	1	0
pfam3239	1	0
pfam3240	1	0
pfam3241	1	0
pfam3242	1	0
pfam3243	1	0
pfam3244	1	0
pfam3245	1	0
pfam3246	1	0
pfam3247	1	0
pfam3248	1	0
pfam3249	1	0
pfam3250	1	0
pfam3251	1	0
pfam3252	1	0
pfam3253	1	0
pfam3254	1	0
pfam3255	1	0
pfam3256	1	0
pfam3257	1	0
pfam3258	1	0
pfam3259	1	0
pfam3260	1	0
pfam3261	1	0
pfam3262	1	0
pfam3263	1	0
pfam3264	1	0
pfam3265	1	0
pfam3266	1	0
pfam3267	1	0
pfam3268	1	0
pfam3269	1	0
pfam3270	1	0
pfam3271	1	0
pfam3272	1	0
pfam3273	1	0
pfam3274	1	0
pfam3275	1	0
pfam3276	1	0
pfam3277	1	0
pfam3278	1	0
pfam3279	1	0
pfam3280	1	0
pfam3281	1	0
pfam3282	1	0
pfam3283	1	0
pfam3284	1	0
pfam3285	1	0
pfam3286	1	0
pfam3287	1	0
pfam3288	1	0
pfam3289	1	0
pfam3290	1	0
pfam3291	1	0
pfam3292	1	0
pfam3293	1	0
pfam3294	1	0
pfam3295	1	0
pfam3296	1	0
pfam3297	1	0
pfam3298	1	0
pfam3299	1	0
pfam3300	1	0
pfam3301	1	0
pfam3302	1	0
pfam3303	1	0
pfam3304	1	0
pfam3305	1	0
pfam3306	1	0
pfam3307	1	0
pfam3308	1	0
pfam3309	1	0
pfam3310	1	0
pfam3311	1	0
pfam3312	1	0
pfam3313	1	0
pfam3314	1	0
pfam3315	1	0
pfam3316	1	0
pfam3317	1	0
pfam3318	1	0
pfam3319	1	0
pfam3320	1	0
pfam3321	1	0
pfam3322	1	0
pfam3323	1	0
pfam3324	1	0
pfam3325	1	0
pfam3326	1	0
pfam3327	1	0
pfam3328	1	0
pfam3329	1	0
pfam3330	1	0
pfam3331	1	0
pfam3332	1	0
pfam3333	1	0
pfam3334	1	0
pfam3335	1	0
pfam3336	1	0
pfam3337	1	0
pfam3338	1	0
pfam3339	1	0
pfam3340	1	0
pfam3341	1	0
pfam3342	1	0
pfam3343	1	0
pfam3344	1	0
pfam3345	1	0
pfam3346	1	0
pfam3347	1	0
pfam3348	1	0
pfam3349	1	0
pfam3350	1	0
pfam3351	1	0
pfam3352	1	0
pfam3353	1	0
pfam3354	1	0
pfam3355	1	0
pfam3356	1	0
pfam3357	1	0
pfam3358	1	0
pfam3359	1	0
pfam3360	1	0
pfam3361	1	0
pfam3362	1	0
pfam3363	1	0
pfam3364	1	0
pfam3365	1	0
pfam3366	1	0
pfam3367	1	0
pfam3368	1	0
pfam3369	1	0
pfam3370	1	0
pfam3371	1	0
pfam3372	1	0
pfam3373	1	0
pfam3374	1	0
pfam3375	1	0
pfam3376	1	0
pfam3377	1	0
pfam3378	1	0
pfam3379	1	0
pfam3380	1	0
pfam3381	1	0
pfam3382	1	0
pfam3383	1	0
pfam3384	1	0
pfam3385	1	0
pfam3386	1	0
pfam3387	1	0
pfam3388	1	0
pfam3389	1	0
pfam3390	1	0
pfam3391	1	0
pfam3392	1	0
pfam3393	1	0
pfam3394	1	0
pfam3395	1	0
pfam3396	1	0
pfam3397	1	0
pfam3398	1	0
pfam3399	1	0
pfam3400	1	0
pfam3401	1	0
pfam3402	1	0
pfam3403	1	0
pfam3404	1	0
pfam3405	1	0
pfam3406	1	0
pfam3407	1	0
pfam3408	1	0
pfam3409	1	0
pfam3410	1	0
pfam3411	1	0
pfam3412	1	0
pfam3413	1	0
pfam3414	1	0
pfam3415	1	0
pfam3416	1	0
pfam3417	1	0
pfam3418	1	0
pfam3419	1	0
pfam3420	1	0
pfam3421	1	0
pfam3422	1	0
pfam3423	1	0
pfam3424	1	0
pfam3425	1	0
pfam3426	1	0
pfam3427	1	0
pfam3428	1	0
pfam3429	1	0
pfam3430	1	0
pfam3431	1	0
pfam3432	1	0
pfam3433	1	0
pfam3434	1	0
pfam3435	1	0
pfam3436	1	0
pfam3437	1	0
pfam3438	1	0
pfam3439	1	0
pfam3440	1	0
pfam3441	1	0
pfam3442	1	0
pfam3443	1	0
pfam3444	1	0
pfam3445	1	0
pfam3446	1	0
pfam3447	1	0
pfam3448	1	0
pfam3449	1	0
pfam3450	1	0
pfam3451	1	0
pfam3452	1	0
pfam3453	1	0
pfam3454	1	0
pfam3455	1	0
pfam3456	1	0
pfam3457	1	0
pfam3458	1	0
pfam3459	1	0
pfam3460	1	0
pfam3461	1	0
pfam3462	1	0
pfam3463	1	0
pfam3464	1	0
pfam3465	1	0
pfam3466	1	0
pfam3467	1	0
pfam3468	1	0
pfam3469	1	0
pfam3470	1	0
pfam3471	1	0
pfam3472	1	0
pfam3473	1	0
pfam3474	1	0
pfam3475	1	0
pfam3476	1	0
pfam3477	1	0
pfam3478	1	0
pfam3479	1	0
pfam3480	1	0
pfam3481	1	0
pfam3482	1	0
pfam3483	1	0
pfam3484	1	0
pfam3485	1	0
pfam3486	1	0
pfam3487	1	0
pfam3488	1	0
pfam3489	1	0
pfam3490	1	0
pfam3491	1	0
pfam3492	1	0
pfam3493	1	0
pfam3494	1	0
pfam3495	1	0
pfam3496	1	0
pfam3497	1	0
pfam3498	1	0
pfam3499	1	0
pfam3500	1	0
pfam3501	1	0
pfam3502	1	0
pfam3503	1	0
pfam3504	1	0
pfam3505	1	0
pfam3506	1	0
pfam3507	1	0
pfam3508	1	0
pfam3509	1	0
pfam3510	1	0
pfam3511	1	0
pfam3512	1	0
pfam3513	1	0
pfam3514	1	0
pfam3515	1	0
pfam3516	1	0
pfam3517	1	0
pfam3518	1	0
pfam3519	1	0
pfam3520	1	0
pfam3521	1	0
pfam3522	1	0
pfam3523	1	0
pfam3524	1	0
pfam3525	1	0
pfam3526	1	0
pfam3527	1	0
pfam3528	1	0
pfam3529	1	0
pfam3530	1	0
pfam3531	1	0
pfam3532	1	0
pfam3533	1	0
pfam3534	1	0
pfam3535	1	0
pfam3536	1	0
pfam3537	1	0
pfam3538	1	0
pfam3539	1	0
pfam3540	1	0
pfam3541	1	0
pfam3542	1	0
pfam3543	1	0
pfam3544	1	0
pfam3545	1	0
pfam3546	1	0
pfam3547	1	0
pfam3548	1	0
pfam3549	1	0
pfam3550	1	0
pfam3551	1	0
pfam3552	1	0
pfam3553	1	0
pfam3554	1	0
pfam3555	1	0
pfam3556	1	0
pfam3557	1	0
pfam3558	1	0
pfam3559	1	0
pfam3560	1	0
pfam3561	1	0
pfam3562	1	0
pfam3563	1	0
pfam3564	1	0
pfam3565	1	0
pfam3566	1	0
pfam3567	1	0
pfam3568	1	0
pfam3569	1	0
pfam3570	1	0
pfam3571	1	0
pfam3572	1	0
pfam3573	1	0
pfam3574	1	0
pfam3575	1	0
pfam3576	1	0
pfam3577	1	0
pfam3578	1	0
pfam3579	1	0
pfam3580	1	0
pfam3581	1	0
pfam3582	1	0
pfam3583	1	0
pfam3584	1	0
pfam3585	1	0
pfam3586	1	0
pfam3587	1	0
pfam3588	1	0
pfam3589	1	0
pfam3590	1	0
pfam3591	1	0
pfam3592	1	0
pfam3593	1	0
pfam3594	1	0
pfam3595	1	0
pfam3596	1	0
pfam3597	1	0
pfam3598	1	0
pfam3599	1	0
pfam3600	1	0
pfam3601	1	0
pfam3602	1	0
pfam3603	1	0
pfam3604	1	0
pfam3605	1	0
pfam3606	1	0
pfam3607	1	0
pfam3608	1	0
pfam3609	1	0
pfam3610	1	0
pfam3611	1	0
pfam3612	1	0
pfam3613	1	0
pfam3614	1	0
pfam3615	1	0
pfam3616	1	0
pfam3617	1	0
pfam3618	1	0
pfam3619	1	0
pfam3620	1	0
pfam3621	1	0
pfam3622	1	0
pfam3623	1	0
pfam3624	1	0
pfam3625	1	0
pfam3626	1	0
pfam3627	1	0
pfam3628	1	0
pfam3629	1	0
pfam3630	1	0
pfam3631	1	0
pfam3632	1	0
pfam3633	1	0
pfam3634	1	0
pfam3635	1	0
pfam3636	1	0
pfam3637	1	0
pfam3638	1	0
pfam3639	1	0
pfam3640	1	0
pfam3641	1	0
pfam3642	1	0
pfam3643	1	0
pfam3644	1	0
pfam3645	1	0
pfam3646	1	0
pfam3647	1	0
pfam3648	1	0
pfam3649	1	0
pfam3650	1	0
pfam3651	1	0
pfam3652	1	0
pfam3653	1	0
pfam3654	1	0
pfam3655	1	0
pfam3656	1	0
pfam3657	1	0
pfam3658	1	0
pfam3659	1	0
pfam3660	1	0
pfam3661	1	0
pfam3662	1	0
pfam3663	1	0
pfam3664	1	0
pfam3665	1	0
pfam3666	1	0
pfam3667	1	0
pfam3668	1	0
pfam3669	1	0
pfam3670	1	0
pfam3671	1	0
pfam3672	1	0
pfam3673	1	0
pfam3674	1	0
pfam3675	1	0
pfam3676	1	0
pfam3677	1	0
pfam3678	1	0
pfam3679	1	0
pfam3680	1	0
pfam3681	1	0
pfam3682	1	0
pfam3683	1	0
pfam3684	1	0
pfam3685	1	0
pfam3686	1	0
pfam3687	1	0
pfam3688	1	0
pfam3689	1	0
pfam3690	1	0
pfam3691	1	0
pfam3692	1	0
pfam3693	1	0
pfam3694	1	0
pfam3695	1	0
pfam3696	1	0
pfam3697	1	0
pfam3698	1	0
pfam3699	1	0
pfam3700	1	0
pfam3701	1	0
pfam3702	1	0
pfam3703	1	0
pfam3704	1	0
pfam3705	1	0
pfam3706	1	0
pfam3707	1	0
pfam3708	1	0
pfam3709	1	0
pfam3710	1	0
pfam3711	1	0
pfam3712	1	0
pfam3713	1	0
pfam3714	1	0
pfam3715	1	0
pfam3716	1	0
pfam3717	1	0
pfam3718	1	0
pfam3719	1	0
pfam3720	1	0
pfam3721	1	0
pfam3722	1	0
pfam3723	1	0
pfam3724	1	0
pfam3725	1	0
pfam3726	1	0
pfam3727	1	0
pfam3728	1	0
pfam3729	1	0
pfam3730	1	0
pfam3731	1	0
pfam3732	1	0
pfam3733	1	0
pfam3734	1	0
pfam3735	1	0
pfam3736	1	0
pfam3737	1	0
pfam3738	1	0
pfam3739	1	0
pfam3740	1	0
pfam3741	1	0
pfam3742	1	0
pfam3743	1	0
pfam3744	1	0
pfam3745	1	0
pfam3746	1	0
pfam3747	1	0
pfam3748	1	0
pfam3749	1	0
pfam3750	1	0
pfam3751	1	0
pfam3752	1	0
pfam3753	1	0
pfam3754	1	0
pfam3755	1	0
pfam3756	1	0
pfam3757	1	0
pfam3758	1	0
pfam3759	1	0
pfam3760	1	0
pfam3761	1	0
pfam3762	1	0
pfam3763	1	0
pfam3764	1	0
pfam3765	1	0
pfam3766	1	0
pfam3767	1	0
pfam3768	1	0
pfam3769	1	0
pfam3770	1	0
pfam3771	1	0
pfam3772	1	0
pfam3773	1	0
pfam3774	1	0
pfam3775	1	0
pfam3776	1	0
pfam3777	1	0
pfam3778	1	0
pfam3779	1	0
pfam3780	1	0
pfam3781	1	0
pfam3782	1	0
pfam3783	1	0
pfam3784	1	0
pfam3785	1	0
pfam3786	1	0
pfam3787	1	0
pfam3788	1	0
pfam3789	1	0
pfam3790	1	0
pfam3791	1	0
pfam3792	1	0
pfam3793	1	0
pfam3794	1	0
pfam3795	1	0
pfam3796	1	0
pfam3797	1	0
pfam3798	1	0
pfam3799	1	0
pfam3800	1	0
pfam3801	1	0
pfam3802	1	0
pfam3803	1	0
pfam3804	1	0
pfam3805	1	0
pfam3806	1	0
pfam3807	1	0
pfam3808	1	0
pfam3809	1	0
pfam3810	1	0
pfam3811	1	0
pfam3812	1	0
pfam3813	1	0
pfam3814	1	0
pfam3815	1	0
pfam3816	1	0
pfam3817	1	0
pfam3818	1	0
pfam3819	1	0
pfam3820	1	0
pfam3821	1	0
pfam3822	1	0
pfam3823	1	0
pfam3824	1	0
pfam3825	1	0
pfam3826	1	0
pfam3827	1	0
pfam3828	1	0
pfam3829	1	0
pfam3830	1	0
pfam3831	1	0
pfam3832	1	0
pfam3833	1	0
pfam3834	1	0
pfam3835	1	0
pfam3836	1	0
pfam3837	1	0
pfam3838	1	0
pfam3839	1	0
pfam3840	1	0
pfam3841	1	0
pfam3842	1	0
pfam3843	1	0
pfam3844	1	0
pfam3845	1	0
pfam3846	1	0
pfam3847	1	0
pfam3848	1	0
pfam3849	1	0
pfam3850	1	0
pfam3851	1	0
pfam3852	1	0
pfam3853	1	0
pfam3854	1	0
pfam3855	1	0
pfam3856	1	0
pfam3857	1	0
pfam3858	1	0
pfam3859	1	0
pfam3860	1	0
pfam3861	1	0
pfam3862	1	0
pfam3863	1	0
pfam3864	1	0
pfam3865	1	0
pfam3866	1	0
pfam3867	1	0
pfam3868	1	0
pfam3869	1	0
pfam3870	1	0
pfam3871	1	0
pfam3872	1	0
pfam3873	1	0
pfam3874	1	0
pfam3875	1	0
pfam3876	1	0
pfam3877	1	0
pfam3878	1	0
pfam3879	1	0
pfam3880	1	0
pfam3881	1	0
pfam3882	1	0
pfam3883	1	0
pfam3884	1	0
pfam3885	1	0
pfam3886	1	0
pfam3887	1	0
pfam3888	1	0
pfam3889	1	0
pfam3890	1	0
pfam3891	1	0
pfam3892	1	0
pfam3893	1	0
pfam3894	1	0
pfam3895	1	0
pfam3896	1	0
pfam3897	1	0
pfam3898	1	0
pfam3899	1	0
pfam3900	1	0
pfam3901	1	0
pfam3902	1	0
pfam3903	1	0
pfam3904	1	0
pfam3905	1	0
pfam3906	1	0
pfam3907	1	0
pfam3908	1	0
pfam3909	1	0
pfam3910	1	0
pfam3911	1	0
pfam3912	1	0
pfam3913	1	0
pfam3914	1	0
pfam3915	1	0
pfam3916	1	0
pfam3917	1	0
pfam3918	1	0
pfam3919	1	0
pfam3920	1	0
pfam3921	1	0
pfam3922	1	0
pfam3923	1	0
pfam3924	1	0
pfam3925	1	0
pfam3926	1	0
pfam3927	1	0
pfam3928	1	0
pfam3929	1	0
pfam3930	1	0
pfam3931	1	0
pfam3932	1	0
pfam3933	1	0
pfam3934	1	0
pfam3935	1	0
pfam3936	1	0
pfam3937	1	0
pfam3938	1	0
pfam3939	1	0
pfam3940	1	0
pfam3941	1	0
pfam3942	1	0
pfam3943	1	0
pfam3944	1	0
pfam3945	1	0
pfam3946	1	0
pfam3947	1	0
pfam3948	1	0
pfam3949	1	0
pfam3950	1	0
pfam3951	1	0
pfam3952	1	0
pfam3953	1	0
pfam3954	1	0
pfam3955	1	0
pfam3956	1	0
pfam3957	1	0
pfam3958	1	0
pfam3959	1	0
pfam3960	1	0
pfam3961	1	0
pfam3962	1	0
pfam3963	1	0
pfam3964	1	0
pfam3965	1	0
pfam3966	1	0
pfam3967	1	0
pfam3968	1	0
pfam3969	1	0
pfam3970	1	0
pfam3971	1	0
pfam3972	1	0
pfam3973	1	0
pfam3974	1	0
pfam3975	1	0
pfam3976	1	0
pfam3977	1	0
pfam3978	1	0
pfam3979	1	0
pfam3980	1	0
pfam3981	1	0
pfam3982	1	0
pfam3983	1	0
pfam3984	1	0
pfam3985	1	0
pfam3986	1	0
pfam3987	1	0
pfam3988	1	0
pfam3989	1	0
pfam3990	1	0
pfam3991	1	0
pfam3992	1	0
pfam3993	1	0
pfam3994	1	0
pfam3995	1	0
pfam3996	1	0
pfam3997	1	0
pfam3998	1	0
pfam3999	1	0
pfam4000	1	0
pfam4001	1	0
pfam4002	1	0
pfam4003	1	0
pfam4004	1	0
pfam4005	1	0
pfam4006	1	0
pfam4007	1	0
pfam4008	1	0
pfam4009	1	0
pfam4010	1	0
pfam4011	1	0
pfam4012	1	0
pfam4013	1	0
pfam4014	1	0
pfam4015	1	0
pfam4016	1	0
pfam4017	1	0
pfam4018	1	0
pfam4019	1	0
pfam4020	1	0
pfam4021	1	0
pfam4022	1	0
pfam4023	1	0
pfam4024	1	0
pfam4025	1	0
pfam4026	1	0
pfam4027	1	0
pfam4028	1	0
pfam4029	1	0
pfam4030	1	0
pfam4031	1	0
pfam4032	1	0
pfam4033	1	0
pfam4034	1	0
pfam4035	1	0
pfam4036	1	0
pfam4037	1	0
pfam4038	1	0
pfam4039	1	0
pfam4040	1	0
pfam4041	1	0
pfam4042	1	0
pfam4043	1	0
pfam4044	1	0
pfam4045	1	0
pfam4046	1	0
pfam4047	1	0
pfam4048	1	0
pfam4049	1	0
pfam4050	1	0
pfam4051	1	0
pfam4052	1	0
pfam4053	1	0
pfam4054	1	0
pfam4055	1	0
pfam4056	1	0
pfam4057	1	0
pfam4058	1	0
pfam4059	1	0
pfam4060	1	0
pfam4061	1	0
pfam4062	1	0
pfam4063	1	0
pfam4064	1	0
pfam4065	1	0
pfam4066	1	0
pfam4067	1	0
pfam4068	1	0
pfam4069	1	0
pfam4070	1	0
pfam4071	1	0
pfam4072	1	0
pfam4073	1	0
pfam4074	1	0
pfam4075	1	0
pfam4076	1	0
pfam4077	1	0
pfam4078	1	0
pfam4079	1	0
pfam4080	1	0
pfam4081	1	0
pfam4082	1	0
pfam4083	1	0
pfam4084	1	0
pfam4085	1	0
pfam4086	1	0
pfam4087	1	0
pfam4088	1	0
pfam4089	1	0
pfam4090	1	0
pfam4091	1	0
pfam4092	1	0
pfam4093	1	0
pfam4094	1	0
pfam4095	1	0
pfam4096	1	0
pfam4097	1	0
pfam4098	1	0
pfam4099	1	0
pfam4100	1	0
pfam4101	1	0
pfam4102	1	0
pfam4103	1	0
pfam4104	1	0
pfam4105	1	0
pfam4106	1	0
pfam4107	1	0
pfam4108	1	0
pfam4109	1	0
pfam4110	1	0
pfam4111	1	0
pfam4112	1	0
pfam4113	1	0
pfam4114	1	0
pfam4115	1	0
pfam4116	1	0
pfam4117	1	0
pfam4118	1	0
pfam4119	1	0
pfam4120	1	0
pfam4121	1	0
pfam4122	1	0
pfam4123	1	0
pfam4124	1	0
pfam4125	1	0
pfam4126	1	0
pfam4127	1	0
pfam4128	1	0
pfam4129	1	0
pfam4130	1	0
pfam4131	1	0
pfam4132	1	0
pfam4133	1	0
pfam4134	1	0
pfam4135	1	0
pfam4136	1	0
pfam4137	1	0
pfam4138	1	0
pfam4139	1	0
pfam4140	1	0
pfam4141	1	0
pfam4142	1	0
pfam4143	1	0
pfam4144	1	0
pfam4145	1	0
pfam4146	1	0
pfam4147	1	0
pfam4148	1	0
pfam4149	1	0
pfam4150	1	0
pfam4151	1	0
pfam4152	1	0
pfam4153	1	0
pfam4154	1	0
pfam4155	1	0
pfam4156	1	0
pfam4157	1	0
pfam4158	1	0
pfam4159	1	0
pfam4160	1	0
pfam4161	1	0
pfam4162	1	0
pfam4163	1	0
pfam4164	1	0
pfam4165	1	0
pfam4166	1	0
pfam4167	1	0
pfam4168	1	0
pfam4169	1	0
pfam4170	1	0
pfam4171	1	0
pfam4172	1	0
pfam4173	1	0
pfam4174	1	0
pfam4175	1	0
pfam4176	1	0
pfam4177	1	0
pfam4178	1	0
pfam4179	1	0
pfam4180	1	0
pfam4181	1	0
pfam4182	1	0
pfam4183	1	0
pfam4184	1	0
pfam4185	1	0
pfam4186	1	0
pfam4187	1	0
pfam4188	1	0
pfam4189	1	0
pfam4190	1	0
pfam4191	1	0
pfam4192	1	0
pfam4193	1	0
pfam4194	1	0
pfam4195	1	0
pfam4196	1	0
pfam4197	1	0
pfam4198	1	0
pfam4199	1	0
pfam4200	1	0
pfam4201	1	0
pfam4202	1	0
pfam4203	1	0
pfam4204	1	0
pfam4205	1	0
pfam4206	1	0
pfam4207	1	0
pfam4208	1	0
pfam4209	1	0
pfam4210	1	0
pfam4211	1	0
pfam4212	1	0
pfam4213	1	0
pfam4214	1	0
pfam4215	1	0
pfam4216	1	0
pfam4217	1	0
pfam4218	1	0
pfam4219	1	0
pfam4220	1	0
pfam4221	1	0
pfam4222	1	0
pfam4223	1	0
pfam4224	1	0
pfam4225	1	0
pfam4226	1	0
pfam4227	1	0
pfam4228	1	0
pfam4229	1	0
pfam4230	1	0
pfam4231	1	0
pfam4232	1	0
pfam4233	1	0
pfam4234	1	0
pfam4235	1	0
pfam4236	1	0
pfam4237	1	0
pfam4238	1	0
pfam4239	1	0
pfam4240	1	0
pfam4241	1	0
pfam4242	1	0
pfam4243	1	0
pfam4244	1	0
pfam4245	1	0
pfam4246	1	0
pfam4247	1	0
pfam4248	1	0
pfam4249	1	0
pfam4250	1	0
pfam4251	1	0
pfam4252	1	0
pfam4253	1	0
pfam4254	1	0
pfam4255	1	0
pfam4256	1	0
pfam4257	1	0
pfam4258	1	0
pfam4259	1	0
pfam4260	1	0
pfam4261	1	0
pfam4262	1	0
pfam4263	1	0
pfam4264	1	0
pfam4265	1	0
pfam4266	1	0
pfam4267	1	0
pfam4268	1	0
pfam4269	1	0
pfam4270	1	0
pfam4271	1	0
pfam4272	1	0
pfam4273	1	0
pfam4274	1	0
pfam4275	1	0
pfam4276	1	0
pfam4277	1	0
pfam4278	1	0
pfam4279	1	0
pfam4280	1	0
pfam4281	1	0
pfam4282	1	0
pfam4283	1	0
pfam4284	1	0
pfam4285	1	0
pfam4286	1	0
pfam4287	1	0
pfam4288	1	0
pfam4289	1	0
